manufacturer,model,drive,cylinders,transmission,fuel
hyundai,accent hatchback,rwd,6,automatic,gas
bmw,5 series gran turismo,4wd,6,automatic,gas
bmw,4 series 430i xdrive,fwd,6,automatic,gas
toyota,camry l,fwd,4,automatic,gas
honda,ridgeline rtx,4wd,6,automatic,gas
nissan,CARS AND SUVS,fwd,4,automatic,gas
ford,e-series van e-250 class b conversion camper rv van class b motorhome campervan high roof rv camper van -motorhome great service history,fwd,8,automatic,gas
cadillac,SUBABRU OUTBACK,4wd,4,automatic,gas
mazda,2010 IMPALA,fwd,6,automatic,gas
audi,s4 prestige,4wd,6,automatic,gas
lincoln,mkx base,fwd,6,automatic,gas
aston-martin,martin vanquish,4wd,8,automatic,gas
dodge,qx60 3.5 sport utility,fwd,8,automatic,other
mini,cooper hardtop 4 door,fwd,4,automatic,gas
nissan,2007 freightliner,rwd,4,manual,diesel
gmc,canyon regular cab,4wd,5,automatic,gas
mercury,CLICK HERE Buy Here Pay Here,fwd,6,automatic,gas
lincoln,mkx awd,fwd,6,automatic,gas
ram,1500 slt 4x4 half ton,4wd,5,automatic,gas
mercedes-benz,Isuzu NQR,fwd,4,automatic,diesel
subaru,BEST TRAIL 5XBUS,rwd,4,automatic,gas
audi,a6 3.0 quattro,fwd,6,automatic,gas
mercedes-benz,sl 320,rwd,6,automatic,gas
lexus,ls 460 base,4wd,8,automatic,gas
volvo,xc90 hybrid,4wd,4,automatic,hybrid
hyundai,xg50,rwd,6,automatic,gas
chevrolet,Studebaker Commander,rwd,6,manual,gas
chevrolet,cruze lt fwd gas auto,fwd,6,automatic,gas
chevrolet,topkick,rwd,8,automatic,gas
volkswagen,golf tdi hatchback,fwd,6,automatic,diesel
nissan,sentra 2.0 sl cvt,fwd,4,automatic,gas
volvo,station wagon v70 t5,fwd,6,automatic,gas
jeep,renegade limited,4wd,6,automatic,gas
volkswagen,Scion xD Hatchback 4D,fwd,8,automatic,other
hyundai,sonata 2013,fwd,4,automatic,gas
kia,forte ex 5,rwd,4,automatic,gas
chevrolet,camaro 2ss 6-spd,rwd,8,manual,gas
gmc,yukon slt 4x2suv,rwd,8,automatic,gas
bmw,650i xdrive,4wd,8,automatic,other
ford,f-250 super duty platinum,4wd,8,automatic,diesel
toyota,tundra 1794 edition 1-owner* local oregon truck since new* blind spot* 2-keys* non smoker* like new in & out* new brakes and service,4wd,8,automatic,gas
gmc,3500hd,4wd,8,automatic,diesel
bmw,3-series 328i xdrive sedan 8-speed automatic,4wd,4,automatic,gas
ford,f-350 super duty lariat di,4wd,8,automatic,diesel
jeep,1998 Triaxle,rwd,6,manual,diesel
honda,civic lx 5spd,fwd,4,manual,gas
toyota,rav platinum,4wd,4,automatic,gas
volkswagen,tiguan 2.0t sel sport,fwd,6,automatic,gas
chevrolet,1500 rst z71,4wd,8,automatic,gas
volkswagen,passat 2.0t se sedan,fwd,4,automatic,other
ford,250 super duty xl,4wd,8,automatic,gas
chevrolet,k20 4x4,4wd,8,manual,gas
volkswagen,golf gti c,fwd,4,manual,gas
hyundai,volts wagon passat,4wd,6,automatic,gas
pontiac,lemans convertible,4wd,6,manual,gas
chevrolet,535gt,fwd,8,automatic,other
chevrolet,International 9200i,rwd,6,manual,diesel
ford,explorer platinum,4wd,6,automatic,gas
hyundai,MG B,rwd,4,manual,gas
chevrolet,accord,fwd,8,automatic,other
chevrolet,bucket truck,fwd,8,automatic,gas
mazda,Thomas School Bus,rwd,6,automatic,diesel
chevrolet,silverado 2500hd lt c,rwd,4,automatic,diesel
mazda,mx-5 miata m-edition,rwd,4,automatic,gas
hyundai,elantra gt hatchback,fwd,4,automatic,gas
dodge,Genesis G90 3.3T Premium Sedan,rwd,6,automatic,gas
nissan,maserati granturismo sport,4wd,8,automatic,gas
chevrolet,"silverado 2500hd 2wd ext cab 157.5"" ltz",rwd,8,automatic,gas
honda,civic ex vehicle wrecked,fwd,4,automatic,gas
chrysler,2009 camry LE,fwd,4,automatic,gas
chevrolet,olet Express Commercial Cutaway,rwd,8,automatic,gas
ford,Transit 250 High Roof,rwd,6,automatic,gas
toyota,prius v 5,4wd,4,automatic,gas
honda,accord lx coupe,4wd,4,automatic,gas
mercedes-benz,g63,4wd,6,automatic,diesel
volkswagen,t2 camper,rwd,4,manual,gas
dodge,f750,fwd,8,automatic,other
lincoln,1979 Corvette,rwd,8,automatic,gas
volkswagen,cc sport pzev,fwd,4,automatic,gas
honda,accord se sedan 4d,fwd,6,automatic,gas
mini,paceman,rwd,4,manual,gas
chevrolet,malibu rs,4wd,8,automatic,gas
infiniti,suburban lt 4x4,rwd,6,automatic,gas
lexus,civic si coupe 2d,fwd,6,automatic,gas
ford,f150 svt lightning,rwd,3,automatic,gas
ford,G35,fwd,6,automatic,gas
bmw,328gt,4wd,4,automatic,gas
toyota,pickup sr5,4wd,4,manual,gas
chevrolet,aura,rwd,8,automatic,gas
nissan,PETERBILT 337 DUMP,fwd,8,automatic,diesel
lexus,sorento lx,4wd,6,automatic,other
toyota,Mercdes-Benz,rwd,6,automatic,diesel
ford,am general m1233,4wd,8,manual,diesel
chevrolet,cruise,fwd,4,automatic,gas
fiat,500e,fwd,8,automatic,electric
ford,f-350 crew cab lariat 4x4,4wd,8,automatic,diesel
dodge,dakota quad cab 4x4,4wd,8,automatic,gas
chevrolet,silverado ls 1500 4x4,4wd,8,automatic,gas
kia,Mack CHN613,rwd,4,automatic,diesel
nissan,camry se,fwd,8,automatic,gas
volkswagen,tiguan 2.0t s,fwd,4,automatic,gas
dodge,challenger hellcat,rwd,8,manual,gas
honda,crv-exl,rwd,4,automatic,gas
dodge,neon srt-4,fwd,4,manual,gas
fiat,500l pop hatchback 4d,fwd,6,automatic,gas
chevrolet,silverado 1500 lt crew 1owner 5.3l 4x4 canopy**new bfg t/a ko2**,4wd,8,automatic,other
jeep,COACHMAN E450 CONCORD 30 FT,fwd,4,automatic,gas
mazda,cx7,fwd,6,automatic,gas
kia,KIE RIO S,rwd,4,automatic,gas
volkswagen,passat sel tdi,fwd,4,automatic,diesel
lexus,is 250 4dr sport sdn auto,fwd,6,automatic,other
hyundai,Isuzu NPR HD REG,rwd,8,automatic,gas
toyota,scion ia,rwd,6,automatic,gas
jaguar,xe 35t prestige sedan 4d,4wd,8,automatic,other
dodge,avenger 4d,rwd,8,automatic,gas
toyota,5 series,fwd,4,automatic,other
gmc,sierra 1500 sl extended,4wd,8,automatic,gas
dodge,F-150,4wd,6,automatic,gas
ford,crown victoria ltd,rwd,8,automatic,gas
volkswagen,jetta sportwagen 2.0,fwd,4,automatic,diesel
toyota,"tacoma v6 4dr double cab 1-oregon owner* rust & accident free*timing belt service done*new full buid*bilstein lift*new 33""yokohama goo3*new 17""mk6 wheels*like new in & out",4wd,6,automatic,gas
ford,flex se sport utility 4d,fwd,8,automatic,other
dodge,journey awd sxt,4wd,6,automatic,gas
kia,95 f 800,rwd,6,manual,diesel
subaru,impreza 4 door hatch,fwd,4,automatic,gas
audi,a4quatro,fwd,4,automatic,gas
hyundai,elantra se 6at,rwd,6,automatic,gas
audi,a4 premium sedan 4d,fwd,8,automatic,gas
volvo,xc70 awd t6,4wd,6,automatic,gas
toyota,rav4 fwd4-cyl 4-speed,4wd,4,automatic,gas
ford,sierra 1500 regular cab work,fwd,4,automatic,gas
chevrolet,silverado 1500 ls 4dr crew cab ls,rwd,8,automatic,gas
gmc,savana 3500 cargo,4wd,8,automatic,gas
mercedes-benz,300ce,rwd,6,automatic,gas
ford,f-350 sd crew cab,4wd,8,automatic,diesel
mercedes-benz,geo tracker,rwd,4,manual,gas
audi,a4 1.8t avant quattro,4wd,4,manual,gas
dodge,Scion FR-S Coupe 2D,rwd,10,automatic,gas
gmc,sierra denali 1500,4wd,8,automatic,gas
jeep,expedition,4wd,4,automatic,gas
honda,hr-v ex-l navi,fwd,6,automatic,other
honda,beat,4wd,3,manual,gas
honda,crv cr-v 4wd,4wd,4,automatic,gas
pontiac,gto 6.0l v8 400hp automatic leather toyo's,rwd,8,automatic,gas
bmw,330ci convertible,rwd,6,automatic,gas
dodge,journey se fwd,fwd,4,automatic,gas
ram,1500 rebel 4x4 off road,4wd,8,automatic,gas
ford,impala,fwd,8,automatic,gas
ford,olet Silverado 2500HD,4wd,8,automatic,diesel
toyota,tacoma prerunner v6,4wd,6,automatic,gas
lincoln,navigator select,4wd,6,automatic,other
audi,a5 prestige coupe 2d,4wd,6,automatic,gas
chrysler,vmi ♿,fwd,6,automatic,gas
chevrolet,sierra 2500 hd crew cab,rwd,8,automatic,diesel
volkswagen,oldsmobile cutlass,fwd,4,automatic,gas
ram,1500 sport truck leather l,4wd,8,automatic,gas
ford,escape s fwd,fwd,8,automatic,other
ford,focus only 49k miles,4wd,4,automatic,gas
ford,Kenworth T270,rwd,6,automatic,diesel
chrysler,pacifica hybrid,fwd,6,automatic,gas
pontiac,solstice base 2dr conver,rwd,4,automatic,gas
bmw,c240 4matic,fwd,8,automatic,other
bmw,328i coupe,rwd,6,automatic,gas
volkswagen,International Bluebird,fwd,6,automatic,diesel
cadillac,Lamborghini Huracan,4wd,10,automatic,gas
mercedes-benz,benz 200d,rwd,4,automatic,diesel
nissan,4-runner,fwd,4,automatic,gas
ford,f-250 xlt 4x4 1-owner 98k ml.new wheels&tires 6.2l,4wd,8,automatic,other
gmc,sierra k1500 denali 4x4,fwd,6,automatic,gas
jaguar,f-pace 35t premium sport,fwd,6,automatic,other
ford,freestyle sel,4wd,4,automatic,gas
chevrolet,g1500 express cargo van,4wd,6,automatic,gas
honda,yukon,fwd,6,automatic,gas
toyota,tundra access cab,rwd,8,automatic,gas
toyota,camry le 2009,fwd,5,automatic,gas
honda,fit base,fwd,4,automatic,gas
dodge,charger scat pack wdiebody,rwd,8,automatic,gas
mercedes-benz,glc 300 4matic awd,4wd,6,automatic,gas
ford,f-250 super duty super duty,rwd,4,automatic,gas
mini,cooper s 4-door,fwd,4,automatic,gas
jeep,liberty renegade,4wd,6,automatic,gas
hyundai,tuscon- gls,fwd,4,automatic,gas
gmc,kodiak 5500,rwd,8,automatic,gas
tesla,CountryAuto,4wd,8,automatic,other
ram,f-550 4x2 ext-cab w/new 9' contractor dump,4wd,8,automatic,gas
toyota,venza le wagon 4d,fwd,6,automatic,other
dodge,grand caravan american value package,fwd,6,automatic,other
toyota,corolla le 4dr sedan 4a,4wd,8,automatic,gas
nissan,murano sv (2017.5) sport,fwd,6,automatic,gas
ford,INTERNATIONAL 4300 BUCKET TRUCK,rwd,6,automatic,diesel
lexus,c-class,fwd,6,automatic,gas
dodge,1500 classic warlock,rwd,8,automatic,gas
audi,q5 quattro premium plus awd,4wd,6,automatic,gas
buick,envision preferred sport,fwd,4,automatic,gas
lexus,MG B Roadster,rwd,4,manual,gas
chevrolet,impala limited police,fwd,6,automatic,gas
mercedes-benz,s 350,rwd,6,automatic,gas
chevrolet,2006 Monte Carlo LS,fwd,6,automatic,gas
chevrolet,silverado 2500 z71 4x4,4wd,8,automatic,diesel
ram,deisel cummin,4wd,8,automatic,diesel
ford,escape se ecoboost,fwd,4,automatic,gas
mercury,grand marquis ls premium,fwd,8,automatic,gas
jeep,cherokee limited 4wd,4wd,6,automatic,gas
ford,mustang gt deluxe,rwd,8,manual,gas
dodge,coronet r/t,rwd,8,automatic,gas
lexus,Genesis G70 3.3T Dynamic Edition,rwd,6,automatic,gas
lexus,es 330 sedan,4wd,6,automatic,gas
bmw,ISUZU T6F042-FTR,rwd,6,automatic,diesel
ram,WORKHORSE W42,fwd,4,,gas
chevrolet,cruze - new tires - gas saver - great commuter car,fwd,4,automatic,gas
porsche,suzuki vitara,4wd,4,manual,gas
chevrolet,express hightop,fwd,6,automatic,gas
chevrolet,cruze premier sedan 4d,fwd,6,automatic,gas
jeep,wrangler jk unlimited spor,4wd,6,automatic,gas
pontiac,es 350,fwd,4,automatic,gas
ram,1500 bighorn,4wd,8,automatic,gas
ram,tradesman,fwd,8,automatic,gas
ford,f150 heritage,4wd,4,automatic,gas
mercedes-benz,benz clk 350,rwd,6,automatic,gas
bmw,Isuzu NPR HD,rwd,4,automatic,diesel
subaru,forester s,4wd,4,manual,gas
ford,rouge sv,fwd,8,manual,other
volvo,s60 t5 cross country,rwd,6,automatic,gas
bmw,7 series m sport package,4wd,4,automatic,gas
mazda,89 suburban 1500,4wd,8,automatic,gas
honda,Genesis G70 3.3T Dynamic Edition,rwd,6,automatic,gas
chevrolet,silverado 2500 ls 4dr extended cab ls,4wd,8,automatic,gas
ford,taurus sel awd,4wd,6,automatic,gas
honda,odyssey touringmini van,rwd,6,automatic,gas
jeep,wrangler unlimited sahara 4wd,4wd,4,automatic,gas
mazda,mpv lx,fwd,6,automatic,gas
ford,f150 supercrew fx4,4wd,8,automatic,gas
ford,CHRYSLER-VMI-♿,fwd,6,automatic,gas
gmc,sportside,4wd,4,automatic,gas
kia,optima se,fwd,4,automatic,gas
ram,1500 trx launch edition 702hp every option #114 of 702,4wd,8,automatic,gas
mercedes-benz,c 300 sport,rwd,4,automatic,gas
toyota,corolla hatchback xse 4d,fwd,4,automatic,other
chevrolet,blazer 4x4,4wd,6,automatic,gas
ford,f450 shuttle bus,4wd,6,automatic,gas
toyota,rav4 new gen awd,4wd,8,automatic,gas
chevrolet,Starcraft travel star,rwd,4,automatic,other
gmc,serria,fwd,8,automatic,gas
ford,f250 crew cab 4x4,4wd,8,automatic,gas
dodge,Ridheline,4wd,8,automatic,gas
chevrolet,p30,rwd,8,automatic,gas
mercedes-benz,s-class s,4wd,8,automatic,gas
toyota,tacoma pre-runner,fwd,6,automatic,gas
infiniti,fx,4wd,6,automatic,gas
dodge,avenger se,fwd,4,automatic,gas
toyota,sienna le minivan 4d,fwd,6,automatic,other
ford,f-350 6.7 powerstroke diesel 4x4 dually with utility bed,4wd,8,automatic,diesel
chevrolet,Flexible Down Payments,4wd,6,automatic,gas
bmw,For F-250,rwd,8,automatic,gas
lincoln,Ram-Dodge-VW-Toyota-Honda-Subaru,fwd,6,automatic,other
nissan,armada sv,4wd,8,automatic,gas
toyota,highlander limited 4dr,4wd,6,automatic,gas
volvo,v90 cross country,4wd,4,automatic,gas
honda,civic exsedan w/front,rwd,4,manual,gas
dodge,dakota laramie crew-cab,4wd,8,automatic,gas
ford,f350 4x4 diesel,4wd,8,automatic,diesel
jaguar,xe 25t premium sedan 4d,rwd,8,automatic,other
ford,f-150 special,rwd,8,automatic,gas
honda,Scion FR-S Coupe 2D,4wd,4,automatic,other
volkswagen,golf alltrack awd,4wd,4,automatic,gas
ram,1500 big horn 4x4,4wd,8,automatic,gas
toyota,land cruiser landcruiser,4wd,6,automatic,gas
hyundai,CHINOOK 178QB,4wd,4,automatic,gas
ford,ranger xlt fx4 4x4 1/4 ton,4wd,4,automatic,gas
nissan,rogue sv awd gas suv auto,4wd,6,automatic,gas
chevrolet,cruze ltz auto,fwd,4,automatic,gas
mercedes-benz,m class,4wd,6,automatic,gas
mercedes-benz,benz slk320,rwd,6,automatic,gas
chevrolet,c10 custom,rwd,6,automatic,gas
ford,88 civic,4wd,4,manual,gas
chevrolet,Tacoma V6 4x4 4dr Double Cab,4wd,6,automatic,gas
ram,1500 laramie 4x4 crew cab 57,fwd,8,automatic,other
honda,cr-v- ex,4wd,4,automatic,gas
jeep,liberty limited 4wd,4wd,6,automatic,gas
gmc,sierra c/k 1500,rwd,8,automatic,gas
acura,mdx technology,4wd,6,automatic,gas
chevrolet,hhr ss,rwd,8,automatic,gas
jeep,scion xb,fwd,4,automatic,gas
chevrolet,silverado 2500 hd regu,fwd,6,automatic,other
mercedes-benz,sprinter diesel cargo van 42km,rwd,6,automatic,diesel
harley-davidson,davidson electra glide ul,4wd,5,automatic,gas
infiniti,g35s,4wd,10,automatic,gas
kia,scion fr-s,4wd,4,automatic,gas
subaru,Olds,fwd,6,automatic,gas
ram,ats,4wd,6,automatic,diesel
kia,scion xb,rwd,6,automatic,gas
bmw,International 7400,fwd,4,automatic,gas
acura,ilx tech pkg,fwd,4,automatic,gas
dodge,f150 lariat 4x4,4wd,8,automatic,gas
ram,1500 slt 4wd!crew cab,4wd,8,automatic,gas
subaru,forester 2.0xt premium,4wd,8,automatic,other
nissan,leaf sl plus hatchback 4d,fwd,4,automatic,other
nissan,Freightliner M2 Water Truck,fwd,6,manual,diesel
lexus,is350,4wd,4,automatic,gas
ram,diesel cummin 2500,4wd,8,automatic,diesel
audi,a5 cabriolet,4wd,4,automatic,gas
mercedes-benz,cla 250 4matic,rwd,4,automatic,gas
kia,rio5 sx 5 speed,fwd,4,manual,gas
ford,suzuki kizashi,4wd,4,automatic,gas
dodge,challenger scat pack,fwd,8,automatic,gas
honda,pilot ex l w/dvd 4dr suv,4wd,6,automatic,gas
pontiac,navigator,rwd,8,automatic,gas
lexus,rx-330 awd,4wd,6,automatic,gas
jeep,grand cherokee 4wd laredo,4wd,6,automatic,gas
nissan,1999 saab,rwd,4,automatic,gas
chrysler,200 touring sedan,fwd,4,automatic,gas
toyota,tundra 4wd truck sr,4wd,8,automatic,gas
chrysler,pacifica touring-l plus,fwd,6,automatic,other
ford,enclave,rwd,8,automatic,gas
chrysler,ODGE GRAND CARAVAN SE,fwd,6,automatic,gas
chevrolet,corvette l82,rwd,8,automatic,gas
ford,falcon futura,rwd,6,automatic,gas
bmw,3 series 330i xdrive gran turismo,4wd,4,automatic,other
jeep,PROGRAMS as little as $500 DOWN!,fwd,6,automatic,gas
ford,f-150 quad cab short box,4wd,6,automatic,gas
mercedes-benz,F25O SUPERDUTY CREW,4wd,8,automatic,diesel
volvo,s60 2.4t,fwd,4,automatic,gas
honda,accord ex-l navi,fwd,6,automatic,gas
chevrolet,suburban ltz 4x4,4wd,8,automatic,gas
bmw,440xi xdrive gran coupe,4wd,4,automatic,gas
nissan,altima 3.5 sv,fwd,6,automatic,gas
ram,q50 3.0t premium sedan,fwd,6,manual,gas
toyota,highlander 2wd,rwd,8,automatic,gas
honda,Smart Passion fortwo,4wd,3,automatic,gas
ford,nissan/datsun 720,4wd,6,automatic,gas
rover,hse luxury,4wd,8,automatic,gas
chevrolet,leaf sl hatchback 4d,fwd,4,automatic,gas
volvo,xc60 3.2,fwd,6,automatic,gas
ford,f-150 fx4 4wd!crew cab,4wd,8,automatic,gas
chevrolet,camaro 2dr cpe 1lt,4wd,4,automatic,gas
chevrolet,plymouth sport fury,rwd,8,automatic,gas
nissan,titan sv 4dr crew cab,4wd,8,automatic,gas
honda,pilot touring w/navi,4wd,6,automatic,gas
toyota,prius touring hybrid,fwd,4,automatic,hybrid
honda,Cushman White Van,rwd,3,manual,gas
kia,ALL MAKES AND MODEL,rwd,4,automatic,gas
ford,oldsmobile 442,rwd,8,automatic,gas
kia,optima lx automatic,fwd,4,automatic,gas
audi,Maserati Levante,4wd,8,automatic,gas
chevrolet,silverado 1500 ltz crew cab 4wd,4wd,6,automatic,gas
cadillac,xts 4,4wd,6,automatic,gas
acura,camry,fwd,8,automatic,gas
toyota,sequoia platinum sport,4wd,8,automatic,gas
nissan,maxima 3.5 se,rwd,6,manual,gas
rover,rogue,4wd,8,automatic,gas
chevrolet,chevorlet corvette,4wd,4,manual,gas
cadillac,coupe deville,4wd,8,automatic,gas
honda,john deere,4wd,8,manual,diesel
ram,3500hd 4x4 crew-cab utility truck,4wd,8,automatic,gas
honda,accord ex-l v6,fwd,6,automatic,gas
bmw,5 series 540i sedan 4d,rwd,6,automatic,other
dodge,charger gt sedan 4d,rwd,6,automatic,other
ford,rsx,4wd,6,automatic,diesel
ford,f-250 f250,fwd,8,automatic,gas
dodge,journey crew,4wd,6,automatic,gas
volkswagen,karmann ghia,fwd,4,automatic,gas
ram,pickup 1500 slt,fwd,6,automatic,gas
dodge,patriot sport 4x4,fwd,8,automatic,other
toyota,lifted tacoma trd sport,4wd,6,automatic,gas
mercedes-benz,slk slk 300,fwd,4,automatic,gas
audi,a8l quatro,4wd,8,automatic,gas
chevrolet,silverado 1500 4wd ext,4wd,4,automatic,other
chevrolet,avalache ls 4x4,4wd,8,automatic,gas
honda,race car,rwd,4,automatic,other
volkswagen,cc sports,fwd,4,automatic,gas
honda,crz,fwd,4,manual,hybrid
hyundai,santa fe sport 2.0 turbo,rwd,6,automatic,other
ford,focus st3,fwd,4,manual,gas
nissan,armada sl,4wd,8,automatic,gas
chevrolet,zl1 camaro,rwd,8,automatic,gas
kia,chevolet silverado 3500HD,4wd,4,automatic,diesel
mitsubishi,galant ralliart,fwd,6,automatic,gas
cadillac,2008ford f250,rwd,8,automatic,gas
ford,Genesis G70 2.0T Advanced Sedan,rwd,4,automatic,gas
bmw,335i hard top convertible 6 speed manual sport gps,rwd,6,manual,gas
ford,GMC* SIERRA*,4wd,6,automatic,gas
audi,rs 7,fwd,8,automatic,gas
lexus,rc-f,rwd,8,automatic,gas
gmc,acadia slt awd gas suv auto,4wd,6,automatic,gas
ford,f-750 bucket truck,rwd,6,manual,diesel
toyota,tundra accesscab v8 sr5,4wd,8,automatic,gas
infiniti,ex35 journey,fwd,6,automatic,gas
jeep,Trans Am,rwd,8,automatic,gas
lincoln,silverado 1500,rwd,4,automatic,gas
nissan,rogue special edition,4wd,6,automatic,gas
pontiac,vibe base,4wd,4,automatic,gas
ram,EXPLORER CONVERSION VAN,rwd,8,automatic,gas
gmc,outback 2.5i limited,fwd,6,automatic,gas
nissan,Flexible Down Payments,fwd,6,automatic,gas
mitsubishi,SIERRA 2500HD SLT,4wd,8,automatic,diesel
dodge,suzuki grand vitara,rwd,4,manual,gas
ford,boyertown,4wd,4,manual,diesel
chevrolet,enclave,rwd,8,automatic,gas
chevrolet,z-71 4x4,4wd,8,automatic,gas
ford,f-150 fx4 fx4 4dr supercrew,4wd,8,automatic,gas
nissan,armada sv automatic,4wd,8,automatic,gas
nissan,altima sl sdn,4wd,6,automatic,gas
volkswagen,des-Benz GLC,4wd,4,automatic,gas
jeep,renegade altitude 4x4 gas,4wd,6,automatic,gas
ford,f450 12' stake bed,rwd,8,automatic,diesel
volvo,q5,4wd,6,manual,gas
ford,taurus lx,fwd,6,automatic,gas
ford,f-150 xlt lariat,rwd,8,automatic,gas
cadillac,Genesis G80 3.8 Sedan 4D,rwd,6,automatic,gas
mercedes-benz,slk-class slk 350,rwd,6,automatic,gas
volkswagen,jetta wagon,fwd,4,automatic,gas
chevrolet,mx-5 miata,rwd,6,manual,gas
chevrolet,trax fwd 4dr ls,fwd,6,automatic,gas
ford,f-150 4x4 5.0l v8 360hp 380ft. lbs. torque super crew xlt one owner,4wd,8,automatic,other
porsche,911 turbo,4wd,4,automatic,gas
gmc,sierra 1500 sle z71 4x4,4wd,8,automatic,gas
ford,expedition xlt suv,fwd,4,automatic,gas
harley-davidson,davidson heritage classi,4wd,10,automatic,gas
buick,regal lse,rwd,8,automatic,gas
volvo,xc70 t6 platinum awd,4wd,6,automatic,gas
chevrolet,thrift master,rwd,4,manual,gas
porsche,macan sport utility 4d,fwd,6,automatic,gas
ford,flex titanium,4wd,6,automatic,gas
mitsubishi,outlander sport es 2.0 cvt,fwd,4,automatic,diesel
rover,evoque prestige awd only 71k gps heated leather pano roof,4wd,4,automatic,gas
jaguar,f-pace 25t prestige sport,fwd,4,automatic,gas
nissan,Suzuki SX4,4wd,4,automatic,gas
fiat,1952 MG,rwd,4,manual,gas
infiniti,qx80 limited,4wd,8,automatic,gas
bmw,530i xdrive,4wd,4,automatic,gas
ram,1500 big horn/lone star 4x4,rwd,8,automatic,other
toyota,ukon,rwd,6,manual,gas
jeep,cherokee limited*,4wd,6,automatic,gas
ford,expedition+max,rwd,6,automatic,gas
lexus,rx 350 4x4 with navigation,fwd,6,automatic,gas
jeep,sorento,4wd,4,manual,other
cadillac,xt5 awd,4wd,6,automatic,gas
subaru,legacy awd 2.5i premium,4wd,4,automatic,gas
bmw,z3,rwd,6,manual,gas
chevrolet,2007 mack,4wd,8,manual,diesel
bmw,x5 4.8i,fwd,4,automatic,gas
nissan,HUMMER H2,rwd,6,automatic,other
dodge,journey r/t sport utility,fwd,6,automatic,gas
ram,1500 harvest,rwd,8,automatic,gas
mercedes-benz,benz 600 sel,fwd,12,automatic,gas
hyundai,all makes and models,fwd,6,automatic,gas
mercedes-benz,glk class glk350,rwd,4,automatic,gas
nissan,rogue s sport utility 4d,fwd,4,automatic,other
volkswagen,passat 2.0l tdi se,4wd,4,automatic,diesel
dodge,super duty f-350 srw,fwd,8,automatic,other
chevrolet,silverado crew,rwd,8,automatic,gas
infiniti,g37 sedan x,4wd,6,automatic,gas
volkswagen,bus/van,rwd,4,manual,gas
chevrolet,custom 10,4wd,4,manual,gas
acura,Freighliner fla,rwd,6,manual,diesel
nissan,WE SAY YES,4wd,4,automatic,gas
rover,evoque se,fwd,4,automatic,gas
mercedes-benz,benz gl-class gl450 7-speed automatic,4wd,6,automatic,gas
mitsubishi,sorento lx w/ 3rd row seating,fwd,6,automatic,gas
toyota,1500 slt 4x4 1/2 ton,fwd,4,automatic,gas
dodge,grand caravan passenger s,rwd,4,automatic,gas
mercedes-benz,white,rwd,6,manual,gas
ford,international 4400,fwd,10,automatic,diesel
ford,mustang convertible lx,rwd,8,automatic,gas
ford,freightliner,rwd,6,automatic,diesel
subaru,forester 2.5x awd,4wd,4,automatic,gas
ford,international terrastar,rwd,8,automatic,diesel
jeep,renegade latitude sport,4wd,4,automatic,other
ram,2500 laramie 4x4,4wd,6,manual,diesel
ram,promaster city cargo tradesm,fwd,4,automatic,gas
jeep,olet Silverado 2500HD,4wd,8,automatic,diesel
toyota,sienna l minivan 4d,fwd,6,automatic,gas
chrysler,tc,rwd,4,automatic,gas
ford,1982,fwd,4,automatic,gas
toyota,KEYSTONE RV LAREDO,fwd,4,,gas
toyota,studebaker champion,rwd,6,manual,gas
toyota,camry se fwd gas sedan,fwd,6,automatic,gas
honda,oldsmobile cutlass supreme,rwd,8,automatic,gas
lexus,TIBURON - 5 SPEED - HATCHBACK,fwd,6,manual,gas
bmw,325i 3.0l,rwd,6,automatic,gas
ford,f150 regular cab xl,rwd,6,automatic,gas
chevrolet,tundra crewmax,4wd,8,automatic,gas
acura,2013 Hyunai Azera GLS 47K,rwd,8,automatic,gas
chevrolet,freightliner,fwd,6,manual,diesel
jeep,wrangler t-rock unlimited,4wd,6,automatic,other
chevrolet,silverado diesel 3500,4wd,8,automatic,diesel
dodge,dart ltd,4wd,10,automatic,gas
mitsubishi,outlander awd sel,4wd,4,automatic,gas
gmc,sierra 3500 slt,4wd,8,automatic,diesel
gmc,vandura 2500,4wd,8,automatic,gas
ford,f-350 super duty super duty,4wd,6,automatic,gas
hyundai,elantra sel 2.0l auto,fwd,4,automatic,gas
toyota,F-150 95&90,rwd,8,automatic,gas
toyota,tacoma sr5 double cab,rwd,4,automatic,gas
cadillac,des-Benz E-Class,rwd,4,automatic,gas
volvo,740 turbo,rwd,4,automatic,gas
bmw,2 series 230i xdrive coupe,4wd,6,automatic,gas
chevrolet,impala lt limited - recently smogged - ac and heat,fwd,6,automatic,gas
subaru,forester x sport utility,4wd,4,automatic,gas
gmc,canyon 4wd denali,4wd,6,automatic,other
mini,International 4300,4wd,8,automatic,diesel
ford,transit wagon,rwd,6,automatic,gas
bmw,x1 xdrive28i awd! awd,4wd,4,automatic,gas
mitsubishi,lancer evolution gsr,4wd,8,manual,gas
dodge,saab 9-3 convertible,4wd,4,manual,gas
hyundai,2008 smart fortwo,rwd,3,automatic,gas
mazda,Mobility MV-1,fwd,6,automatic,gas
volvo,v90,fwd,8,automatic,gas
bmw,x5 35i x drive sport,4wd,6,automatic,gas
ford,explorer limited sport,fwd,8,automatic,gas
jeep,Transit Cargo Van,rwd,6,automatic,gas
bmw,2012,4wd,4,automatic,gas
porsche,911 carrera 4,rwd,6,automatic,gas
